No,中文文件名,文件大小,画面尺寸,视频时长,视频码率,文件路径,文件Root,文件名称
102,情圣, 1.37 GiB,720 * 464, 1h 32mn,2111 Kbps,情圣.The.Magnificent.Scoundrels.1991.DVD.X264.2Audio.AAC,,情圣.The.Magnificent.Scoundrels.1991.DVD.X264.2Audio.AAC.mkv
103,整蛊专家, 4.13 GiB,1916 * 1076, 1h 47mn,5493 Kbps,整蛊专家.Tricky.Brains.1991.1080p.WEB-DL.AAC.H.264-AngelaBaby,,整蛊专家.Tricky.Brains.1991.1080p.WEB-DL.AAC.H.264-AngelaBaby.mkv
104,无敌幸运星, 4.66 GiB,1280 * 688, 1h 34mn,7023 Kbps,无敌幸运星.When.Fortune.Smiles.1990.BluRay.720p.DTS x264-CHD,,When.Fortune.Smiles.1990.BluRay.720p.DTS x264-CHD.mkv
105,最佳女婿, 1.36 GiB,720 * 384, 1h 26mn,2233 Kbps,最佳女婿.Faithfully.Yours.1988.DVDRip.X264.AC3-ken861222,,[1988][最佳女婿].Faithfully.Yours.1988.DVDRip.X264.AC3-ken861222.mkv
106,望夫成龙, 3.00 GiB,1280 * 720, 1h 35mn,4502 Kbps,望夫成龙.Love.Is.Love.1990.BluRay.720p.x264.2Audio.AC3-CnSCG,,[望夫成龙(国粤)]Love.Is.Love.1990.BluRay.720p.x264.2Audio.AC3-CnSCG[中文字幕3G].mkv
107,武状元苏乞儿, 2.37 GiB,1264 * 672, 1h 40mn,3386 Kbps,武状元苏乞儿.King.of.Beggars.1992.Bluray.X264.AAC,,武状元苏乞儿.King.of.Beggars.1992.Bluray.X264.AAC.国粤双语.中文字幕.2KBT.mkv
108,济公, 1.37 GiB,720 * 464, 1h 25mn,2304 Kbps,济公.The.Mad.Monk.1993.SB.DVDRip.x264.2Audio.AC3.iNT-CDC,,[济公].The.Mad.Monk.1993.SB.DVDRip.x264.2Audio.AC3.iNT-CDC.mkv
109,漫画威龙, 1.37 GiB,640 * 368, 1h 33mn,2091 Kbps,漫画威龙.Fist.Of.Fury.II.1992.HK.DVDRip.X264.2Audio.AAC.iNT-NowYS,,漫画威龙.Fist.Of.Fury.II.1992.HK.DVDRip.X264.2Audio.AAC.iNT-NowYS.mkv
110,百变星君, 4.37 GiB,1280 * 720, 1h 30mn,6919 Kbps,百变星君.Sixty.Million.Dollar.Man.1995.720p.BluRay.x264-WiKi,,Sixty.Million.Dollar.Man.1995.720p.BluRay.x264-WiKi.mkv
111,破坏之王, 3.00 GiB,1280 * 688, 1h 37mn,4433 Kbps,破坏之王.Love.On.Delivery.1994.BluRay.720p.x264.FLAC.2Audios-CMCT,,[破坏之王].Love.On.Delivery.1994.BluRay.720p.x264.FLAC.2Audios-CMCT.mkv
112,算死草, 1.81 GiB,1280 * 720, 1h 24mn,3073 Kbps,算死草.Lawyer.Lawyer.1997.720p.HDTV.x264.AC3-CNXP,,算死草.Lawyer.Lawyer.1997.720p.HDTV.x264.AC3-CNXP.mkv
113,行运一条龙, 2.21 GiB,1280 * 720, 1h 33mn,3368 Kbps,行运一条龙.The.Lucky.Guy.1998.HDTV.720P.X264.AAC,,行运一条龙.The.Lucky.Guy.1998.HDTV.720P.X264.AAC.国粤双语.中文字幕.2KBT.mkv
114,霹雳先锋, 4.37 GiB,1280 * 692, 1h 37mn,6390 Kbps,霹雳先锋.Final.Justice.1988.Blu-ray.720p.x264.DD51.DualAudio.MySilu,,Final.Justice.1988.Blu-ray.720p.x264.DD51.DualAudio.MySilu.mkv
115,食神, 2.10 GiB,1280 * 720, 1h 28mn,3419 Kbps,食神.The.God.of.Cookery.1996.720p.HDTV.x264.AC3-CNXP,,食神.The.God.of.Cookery.1996.720p.HDTV.x264.AC3-CNXP.mkv
116,龙凤茶楼, 2.40 GiB,1280 * 720, 1h 14mn,4606 Kbps,龙凤茶楼.Lung.Fung.Restaurant.1990.HDTV.720p.x264.AC3-CMCT.周星驰,,[龙凤茶楼].Lung.Fung.Restaurant.1990.HDTV.720p.x264.AC3-CMCT.mkv
117,龙的传人, 4.38 GiB,1280 * 692, 1h 35mn,6568 Kbps,龙的传人.Legend.of.the.Dragon.1990.720p.BluRay.x264-WiKi,,Legend.of.the.Dragon.1990.720p.BluRay.x264-WiKi.mkv
118,义本无言, 2.80 GiB,1280 * 720, 1h 33mn,4277 Kbps,义本无言.Brotherhood.1987.BluRay.720p.x264.2Audio.AC3-CnSCG,,[义本无言(国粤)]Brotherhood.1987.BluRay.720p.x264.2Audio.AC3-CnSCG[中字2.8G].mkv
119,义盖云天, 4.37 GiB,1280 * 692, 1h 29mn,6978 Kbps,义盖云天.A.Hearty.Response.1986.BD.RE.x264.720P.DD51.DualAudio.MySilu,,A.Hearty.Response.1986.BD.RE.x264.720P.DD51.DualAudio.MySilu.mkv
120,伴我闯天涯, 702 MiB,704 * 464, 50mn 9s,1958 Kbps,伴我闯天涯.Wild.Search.1989.DVDRip.X264.AC3-yifan8000,,[伴我闯天涯].Wild.Search.1989.DVDRip.X264.AC3.CD1-yifan8000.mkv
121,伴我闯天涯, 698 MiB,704 * 464, 48mn 18s,2021 Kbps,伴我闯天涯.Wild.Search.1989.DVDRip.X264.AC3-yifan8000,,[伴我闯天涯].Wild.Search.1989.DVDRip.X264.AC3.CD2-yifan8000.mkv
122,侠盗高飞, 700 MiB,864 * 464, 44mn 14s,2211 Kbps,侠盗高飞.Full.Contact.1993.DVD,,kiss-fc-cd1.mkv
123,侠盗高飞, 698 MiB,864 * 464, 50mn 37s,1928 Kbps,侠盗高飞.Full.Contact.1993.DVD,,kiss-fc-cd2.mkv
124,八星报喜, 2.80 GiB,1280 * 680, 1h 30mn,4407 Kbps,八星报喜.Eighth.Happiness.1988.Bluray.720p.x264.AC3-CMCT,,[八星报喜(国粤双语)].Eighth.Happiness.1988.Bluray.720p.x264.AC3-CMCT.mkv
125,公子多情, 701 MiB,656 * 352, 55mn 26s,1768 Kbps,公子多情.The Greatest Lover.1988.DVD5.x264.2Audio.AAC,,zy-tglover-cd1.mkv
126,公子多情, 698 MiB,656 * 352, 59mn 51s,1630 Kbps,公子多情.The Greatest Lover.1988.DVD5.x264.2Audio.AAC,,zy-tglover-cd2.mkv
127,再见江湖, 701 MiB,712 * 472, 1h 25mn,1148 Kbps,再见江湖.Long.Good.Bye.1982.DVDRip.X264.2Audio.AAC.iNT-NORM,,再见江湖.Long.Good.Bye.1982.DVDRip.X264.2Audio.AAC.iNT-NORM.mkv
128,华丽上班族, 2.61 GiB,1920 * 1072, 1h 59mn,3140 Kbps,华丽上班族.Office.2015.HD1080P.X264.AAC.Mandarin.CHS.Mp4Ba,,H丽上班族.Office.2015.HD1080P.X264.AAC.Mandarin.CHS.Mp4Ba.mp4
129,吉星拱照, 1.30 GiB,720 * 400, 1h 25mn,2175 Kbps,吉星拱照.The.Fun.The.Luck.And.The.Tycoon.1989.DVDRip.X264-ken861222,,[吉星拱照].The.Fun.The.Luck.And.The.Tycoon.1989.DVDRip.X264-ken861222.mkv
130,和平饭店, 1.60 GiB,720 * 416, 1h 32mn,2479 Kbps,和平饭店.Peace.Hotel.1995.DVDrip.X264.ac3-CMCT,,[和平饭店(国粤双语)]Peace.Hotel.1995.DVDrip.X264.ac3-CMCT.mkv
131,喋血双雄, 5.51 GiB,1280 * 692, 1h 51mn,7096 Kbps,喋血双雄.The.Killer.1989.HK.BluRay.720p.AC3.2Audio.x264-CHD,,The.Killer.1989.HK.BluRay.720p.AC3.2Audio.x264-CHD.mkv
132,大丈夫日记, 701 MiB,720 * 464, 46mn 4s,2128 Kbps,大丈夫日记.The.Diary.of.A.Big.Man.1988.DVDRip.X264.AC3.CD1-tdw9430,,[大丈夫日记].The.Diary.of.A.Big.Man.1988.DVDRip.X264.AC3.CD1-tdw9430(ED2000.COM).mkv
133,大丈夫日记, 699 MiB,720 * 464, 43mn 32s,2245 Kbps,大丈夫日记.The.Diary.of.A.Big.Man.1988.DVDRip.X264.AC3.CD1-tdw9430,,[大丈夫日记].The.Diary.of.A.Big.Man.1988.DVDRip.X264.AC3.CD2-tdw9430(ED2000.COM).mkv
134,大上海, 3.77 GiB,1280 * 720, 1h 58mn,4544 Kbps,大上海.The.Last.Tycoon.2012.BluRay.x264.AC3.2Audios-CMCT,,[大上海].The.Last.Tycoon.2012.BluRay.x264.AC3.2Audios-CMCT.mkv
135,奇缘, 1.34 GiB,720 * 384, 1h 29mn,2146 Kbps,奇缘.Witch.from.Nepal.1985.DVDRip.X264.AC3-NFYL.mkv.周润发,,南方娱乐（bbs.nfyl.net).奇缘].Witch.from.Nepal.1985.DVDRip.X264.AC3-NFYL.mkv
136,孔子, 6.53 GiB,1280 * 542, 2h 5mn,7478 Kbps,孔子.CONFUCIUS.2010.BluRay.720p.DTS5.1.x264-CHD,,CONFUCIUS.2010.BluRay.720p.DTS5.1.x264-CHD.mkv
137,安娜与国王, 2.61 GiB,1280 * 720, 2h 22mn,2631 Kbps,安娜与国王.Anna.and.the.King.1999.720p.HDTV.x264.AC3-CNXP,,安娜与国王.Anna.and.the.King.1999.720p.HDTV.x264.AC3-CNXP.mkv
138,小生梦惊魂, 1.31 GiB,720 * 384, 1h 28mn,2113 Kbps,小生梦惊魂.Scared.Stiff.1987.DVDRip.X264.AC3-ken861222,,[小生梦惊魂].Scared.Stiff.1987.DVDRip.X264.AC3-ken861222.mkv
139,我在黑社会的日子, 1.40 GiB,720 * 384, 1h 30mn,2211 Kbps,我在黑社会的日子.Triads.The.Inside.Story.1989.DVDRip.X264.AAC-KEN,,[我在黑社会的日子].Triads.The.Inside.Story.1989.DVDRip.X264.AAC-KEN.mkv
140,杀妻二人组, 2.36 GiB,1280 * 690, 1h 30mn,3716 Kbps,杀妻二人组.100.Ways.To.Murder.Your.Wife.1986.HDTV.720p.x264.AC3-CMCT,,[杀妻二人组].100.Ways.To.Murder.Your.Wife.1986.HDTV.720p.x264.AC3-CMCT.mkv
141,江湖龙虎斗, 2.60 GiB,1280 * 688, 1h 41mn,3653 Kbps,江湖龙虎斗.Flaming.Brothers.1987.BluRay.720p.x264.AC3.2Audios-CMCT,,[江湖龙虎斗(国粤双语)].Flaming.Brothers.1987.BluRay.720p.x264.AC3.2Audios-CMCT.mkv
142,满城尽带黄金甲, 7.00 GiB,1280 * 544, 1h 53mn,8792 Kbps,满城尽带黄金甲.Curse.Of.The.Golden.Flower.2006.BluRay.720p.DTS.x264-CHD,,Curse.Of.The.Golden.Flower.2006.BluRay.720p.DTS.x264-CHD.mkv
143,癫佬正传, 2.60 GiB,1280 * 680, 1h 31mn,4047 Kbps,癫佬正传.The.Lunatics.1986.BluRay.720P.x264.AC3,,癫佬正传 The.Lunatics.1986.BluRay.720P.x264.AC3.mkv
144,秋天的童话, 5.31 GiB,1280 * 692, 1h 38mn,7741 Kbps,秋天的童话.An.Autumn's.Tale.1987.720p.BluRay.x264-WiKi,,[秋天的童话].An.Autumn's.Tale.1987.720p.BluRay.x264-WiKi.mkv
145,纵横四海, 4.36 GiB,1280 * 676, 1h 48mn,5772 Kbps,纵横四海.Once.A.Thief.1991.BluRay.720p.AC3.2Audio.x264-CHD,,Once.A.Thief.1991.BluRay.720p.AC3.2Audio.x264-CHD.mkv
146,花旗少林, 1.37 GiB,712 * 472, 1h 45mn,1854 Kbps,花旗少林.National.Treasure.1994.2Audio.DVDRip.X264.AAC.NFYL.周润发,,南方娱乐(bbs.nfyl.net).花旗少林.National.Treasure.1994.2Audio.DVDRip.X264.AAC.NFYL.mkv
147,英雄好汉, 6.44 GiB,1280 * 720, 1h 36mn,9525 Kbps,英雄好汉.Black.Vengeance.1987.720p.BluRay.x264-WiKi,,Black.Vengeance.1987.720p.BluRay.x264-WiKi.mkv
148,血仍未冷, 4.36 GiB,1280 * 534, 1h 36mn,6497 Kbps,血仍未冷.The.Replacement.Killers.1998.Extended.Cut.BluRay.720p.DTS.x264-CHD,,The.Replacement.Killers.1998.Extended.Cut.BluRay.720p.DTS.x264-CHD.mkv
149,铜雀台, 5.99 GiB,1280 * 536, 1h 47mn,8012 Kbps,铜雀台.The.Assassins.2012.BluRay.720p.AC3.2Audio.x264-CHD,,The.Assassins.2012.BluRay.720p.AC3.2Audio.x264-CHD.mkv
150,长短脚之恋, 1.36 GiB,704 * 384, 1h 31mn,2134 Kbps,长短脚之恋.Fractured.Follies.1988.2Audio.DVDRip.X264.AC3.iNT-HKDY,,[长短脚之恋].Fractured.Follies.1988.2Audio.DVDRip.X264.AC3.iNT-HKDY(ED2000.COM).mkv
151,防弹武僧, 4.38 GiB,1280 * 544, 1h 43mn,6044 Kbps,防弹武僧.Bulletproof.Monk.BluRay.2003.720p.x264.DTS-WiKi,,Bulletproof.Monk.BluRay.2003.720p.x264.DTS-WiKi.mkv
152,阿朗的故事, 5.01 GiB,1280 * 690, 1h 39mn,7209 Kbps,阿朗的故事.All.About.Ah.Long.1987.BluRay,720p.AC3.2Audio.x264-CHD,,All.About.Ah.Long.1987.BluRay,720p.AC3.2Audio.x264-CHD.mkv
153,黄石的孩子, 2.40 GiB,1280 * 720, 2h 4mn,2750 Kbps,黄石的孩子.The.Children.Of.Huang.Shi.2008,,【飘域家园】2008 黄石的孩子 The.Children.Of.Huang.Shi(中英字幕).mkv
154,龙虎风云, 2.80 GiB,1280 * 688, 1h 45mn,3805 Kbps,龙虎风云.City.On.Fire.1987.BluRay.720p.x264.AC3.2Audios-CMCT,,[龙虎风云].City.On.Fire.1987.BluRay.720p.x264.AC3.2Audios-CMCT.mkv
155,天地英雄, 2.39 GiB,1280 * 720, 1h 59mn,2850 Kbps,天地英雄.Warriors.of.Heaven.and.Earth.2003.720p.BluRay.x264.AC3-CNXP,,天地英雄.Warriors.of.Heaven.and.Earth.2003.720p.BluRay.x264.AC3-CNXP.mkv
156,太阳照常升起, 3.40 GiB,1280 * 534, 1h 56mn,4193 Kbps,太阳照常升起.The.Sun.Also.Rises.2007.D9.720p.x264.AC3.DD5.1-Fayea,,The.Sun.Also.Rises.2007.D9.720p.x264.AC3.DD5.1-Fayea.mkv
157,寻枪, 4.36 GiB,1280 * 720, 1h 26mn,7253 Kbps,寻枪.The.Missing.Gun.2002.720p.HDTV.x264-HDCTV,,The.Missing.Gun.2002.720p.HDTV.x264-HDCTV.mkv
158,有话好好说, 703 MiB,672 * 432, 48mn 22s,2032 Kbps,有话好好说.Keep.Cool.1997.REMASTERED.EDiTiON.iNTERNAL.DVDRiP.X264-KiSS,,kiss-kc-cd1.mkv
159,有话好好说, 699 MiB,672 * 432, 46mn 30s,2101 Kbps,有话好好说.Keep.Cool.1997.REMASTERED.EDiTiON.iNTERNAL.DVDRiP.X264-KiSS,,kiss-kc-cd2.mkv
160,本命年, 1.38 GiB,720 * 528, 1h 39mn,1986 Kbps,本命年.Black.Snow.1990.DVDRip.X264-KEN,,[本命年].Black.Snow.1990.DVDRip.X264-KEN.mkv
161,秦颂, 701 MiB,624 * 328, 1h 8mn,1438 Kbps,秦颂.The.Emperor.Shadow.1996.DVDrip.DivX-ac3,,[秦颂].The.Emperor&#39;s.Shadow.1996.DVDrip.DivX-ac3-CD1.avi
162,秦颂, 701 MiB,624 * 328, 1h 2mn,1570 Kbps,秦颂.The.Emperor.Shadow.1996.DVDrip.DivX-ac3,,[秦颂].The.Emperor&#39;s.Shadow.1996.DVDrip.DivX-ac3-CD2.avi
163,红高粱, 2.05 GiB,848 * 352, 1h 28mn,3316 Kbps,红高粱.Red.Sorghum.1987.DVD9.X264.AC3-MMLA,,红高粱.Red.Sorghum.1987.DVD9.X264.AC3-MMLA.mkv
164,绿茶, 2.05 GiB,1280 * 720, 1h 22mn,3539 Kbps,绿茶.Green.Tea.2003.720p.HDTV.x264.AC3-CMCT,,[绿茶].Green.Tea.2003.720p.HDTV.x264.AC3-CMCT.mkv
165,芙蓉镇, 701 MiB,640 * 272, 1h 15mn,1291 Kbps,芙蓉镇.Hibiscus.Town.1986.DVDRip,,Hibiscus.Town.CD1.avi
166,芙蓉镇, 694 MiB,640 * 272, 1h 21mn,1193 Kbps,芙蓉镇.Hibiscus.Town.1986.DVDRip,,Hibiscus.Town.CD2.avi
167,阳光灿烂的日子, 1.80 GiB,720 * 400, 2h 8mn,2001 Kbps,阳光灿烂的日子.In.the.Heat.of.the.Sun.2004.DVDrip.x264.AC3-CMCT.mkv,,[阳光灿烂的日子].In.the.Heat.of.the.Sun.2004.DVDrip.x264.AC3-CMCT.mkv
168,鬼子来了, 1.56 GiB,720 * 400, 2h 19mn,1601 Kbps,鬼子来了.Devils.On.The.Doorstep.2000.720p.x264.AC3-AHD,,Devils.on.the.Doorstep.2000.DVDRip.x264.AC3-CMCT.mkv
169,东邪西毒：终极版, 2.10 GiB,1280 * 690, 1h 33mn,3227 Kbps,东邪西毒：终极版.Ashes.Of.Time.Redux.2008.720p.BluRay.x264.AC3-CNXP,,东邪西毒：终极版.Ashes.Of.Time.Redux.2008.720p.BluRay.x264.AC3-CNXP.mkv
170,九星报喜, 3.27 GiB,1920 * 1080, 1h 26mn,5422 Kbps,九星报喜.Ninth.Happiness.1998.1080p.WEB-DL.H264-AngelaBaby,,Ninth.Happiness.1998.1080p.WEB-DL.AAC.H.264-AngelaBaby.mkv
171,夜半歌声, 1.36 GiB,720 * 304, 1h 37mn,1983 Kbps,夜半歌声.The.Phantom.Lover.1995.2Audio.DVDRip.XviD.AC3.iNT-io[DVDRip],,The.Phantom.Lover.1995.2Audio.DVDRip.XviD.AC3.iNT-io.avi
172,射雕英雄传之东成西就, 2.40 GiB,872 * 480, 1h 52mn,3044 Kbps,射雕英雄传之东成西就.The.Eagle.Shooting.Heroes.1993.DVDRip.x264.AC3.2Audios-CMCT,,[射雕英雄传之东成西就].The.Eagle.Shooting.Heroes.1993.DVDRip.x264.AC3.2Audios-CMCT.mkv
173,异度空间, 1.80 GiB,860 * 480, 1h 39mn,2585 Kbps,异度空间.Inner.Senses.2002.DVDRip.x264.AC3.2Audios-CMCT,,[异度空间].Inner.Senses.2002.DVDRip.x264.AC3.2Audios-CMCT.mkv
174,恋战冲绳, 2.81 GiB,1280 * 720, 1h 39mn,4057 Kbps,恋战冲绳.Okinawa.Rendez.vous.2000.BluRay.720p.x264.AC3.2Audios-CMCT,,[恋战冲绳].Okinawa.Rendez.vous.2000.BluRay.720p.x264.AC3.2Audios-CMCT.mkv
175,春光乍洩 , 4.37 GiB,1280 * 690, 1h 36mn,6501 Kbps,春光乍洩 .Happy.Together.1997.BluRay.720p.DTS.x264-CHD,,Happy.Together.1997.BluRay.720p.DTS.x264-CHD.mkv
176,枪王, 3.20 GiB,1280 * 720, 1h 34mn,4867 Kbps,枪王.Double.Tap.2000.Bluray.720p.x264.AC3-CMCT,,[枪王(国粤双语)].Double.Tap.2000.Bluray.720p.x264.AC3-CMCT.mkv
177,流星语, 700 MiB,544 * 320, 54mn 8s,1808 Kbps,流星语.The.Kid.1999.2Audio.DVDRip.XviD.AC3.iNT-ZY,,[流星语].The.Kid.1999.2Audio.DVDRip.XviD.AC3.iNT-ZY-CD1.avi
178,流星语, 704 MiB,544 * 320, 56mn 35s,1738 Kbps,流星语.The.Kid.1999.2Audio.DVDRip.XviD.AC3.iNT-ZY,,[流星语].The.Kid.1999.2Audio.DVDRip.XviD.AC3.iNT-ZY-CD2.avi
179,红色恋人, 2.30 GiB,1280 * 720, 1h 35mn,3455 Kbps,红色恋人.A.Time.to.Remember.1998.HDTV.720p.x264.AC3-CnSCG,,[红色恋人]A.Time.to.Remember.1998.HDTV.720p.x264.AC3-CnSCG[国语中字2.3G].mkv
180,缘分, 4.36 GiB,1280 * 690, 1h 36mn,6454 Kbps,缘分.Behind.the.Yellow.Line.1984.BluRay.720p.AC3.2Audio.x264-CHD,,Behind.the.Yellow.Line.1984.BluRay.720p.AC3.2Audio.x264-CHD.mkv
181,胭脂扣, 3.00 GiB,1280 * 692, 1h 36mn,4441 Kbps,胭脂扣.Rouge.1988.BluRay.720p.x264.AC3.2Audios-CMCT,,[胭脂扣].Rouge.1988.BluRay.720p.x264.AC3.2Audios-CMCT.mkv
182,锦绣前程, 1.37 GiB,716 * 480, 1h 44mn,1884 Kbps,锦绣前程.Long.and.Winding.Road.1994.HK.DVDRip.X264.2Audio.AAC.iNT-NowYS,,锦绣前程.Long.and.Winding.Road.1994.HK.DVDRip.X264.2Audio.AAC.iNT-NowYS.mkv
183,阿飞正传, 4.37 GiB,1280 * 720, 1h 34mn,6602 Kbps,阿飞正传.Days.Of.Being.Wild.1990.720p.BluRay.x264-Japhson,,japhson-dobw.mkv
184,霸王别姬, 6.53 GiB,1280 * 692, 2h 44mn,5689 Kbps,霸王别姬.Farewell.My.Concubine.1993.Bluray.720p.AC3.x264-CHD,,Farewell.My.Concubine.1993.Bluray.720p.AC3.x264-CHD.mkv
185,一个都不能少, 624 MiB,720 * 400, 1h 42mn,854 Kbps,一个都不能少.1998,,一个都不能少.【1998】.mkv
186,古今大战秦俑情, 1.59 GiB,720 * 304, 1h 46mn,2133 Kbps,古今大战秦俑情.A.Terracotta.Warrior.1989.DVD,,[BD影视分享bd-film.com]古今大战秦俑情.A.Terracotta.Warrior.1989.DVD.国粤双语.mkv
187,大红灯笼高高挂, 3.20 GiB,1280 * 688, 2h 4mn,3675 Kbps,大红灯笼高高挂.1991.BluRay.720p.x264.AC3,,大红灯笼高高挂.【1991】.BluRay.720p.x264.AC3.mkv
188,幸福时光, 635 MiB,720 * 384, 1h 42mn,864 Kbps,幸福时光.2000.DVD.x264.AAC,,幸福时光.【2000】.DVD.x264.AAC.mkv
189,我的父亲母亲, 2.13 GiB,704 * 352, 1h 29mn,3414 Kbps,我的父亲母亲.1999.x264.DTS,,我的父亲母亲【1999】.x264.DTS.mkv
190,摇啊摇摇到外婆桥, 2.44 GiB,1032 * 552, 1h 47mn,3245 Kbps,摇啊摇摇到外婆桥.1995.BDRip.X264,,摇啊摇，摇到外婆桥.【1995】.BDRip.X264.mkv
191,秋菊打官司, 1.82 GiB,1280 * 720, 1h 40mn,2592 Kbps,秋菊打官司.1992.BluRay.720p.AC3.x264,,秋菊打官司.【1992】.BluRay.720p.AC3.x264.mkv
192,老井, 699 MiB,576 * 432, 1h 3mn,1542 Kbps,老井.Old.Well.1986.Dvdrip.XviD.AC3.5.1CH-WAF,,[老井]Old.Well.1986.Dvdrip.XviD.AC3.5.1CH.CD1-WAF.mkv
193,老井, 699 MiB,576 * 432, 1h 6mn,1478 Kbps,老井.Old.Well.1986.Dvdrip.XviD.AC3.5.1CH-WAF,,[老井]Old.Well.1986.Dvdrip.XviD.AC3.5.1CH.CD2-WAF.mkv
194,菊豆, 2.66 GiB,962 * 720, 1h 35mn,3985 Kbps,菊豆.Ju.Dou.1990.BluRay.720p.x264.AC3-CnSCG,,[菊豆]Ju.Dou.1990.BluRay.720p.x264.AC3-CnSCG.mkv
195,黄土地, 699 MiB,576 * 320, 1h 26mn,1131 Kbps,黄土地.1984.DVDRip,,黄土地.【1984】.DVDRip.avi
196,人再囧途之泰囧, 4.69 GiB,1280 * 546, 1h 44mn,6396 Kbps,人再囧途之泰囧.Lost.in.Thailand.2012.BluRay.720p.AC3.x264-HDWinG,,人再囧途之泰囧.Lost.in.Thailand.2012.BluRay.720p.AC3.x264-HDWinG.mkv
197,人在囧途, 1.37 GiB,720 * 400, 1h 31mn,2132 Kbps,人在囧途.Lost.On.Journey.2010.DVDRip.x264.AC3-CMCT,,[人在囧途].Lost.On.Journey.2010.DVDRip.x264.AC3-CMCT.mkv
198,催眠大师, 3.50 GiB,1280 * 544, 1h 41mn,4939 Kbps,催眠大师.The.Great.Hypnotist.2014.720p.WEB-DL.x264.AAC-HDWinG,,The.Great.Hypnotist.2014.720p.WEB-DL.x264.AAC-HDWinG.mkv
199,摩登年代, 1.61 GiB,1920 * 804, 1h 35mn,2408 Kbps,摩登年代.Fake.Fiction.2013.1080p.WEB-DL.x264.AAC-SmY,,Fake.Fiction.2013.1080p.WEB-DL.x264.AAC-SmY.mkv
200,第三个人, 700 MiB,592 * 352, 1h 28mn,1108 Kbps,第三个人.Unfinished.Girl.2007.DVDRip.XviD-NewMov,,nmv-ug.avi
201,一个好人, 1.49 GiB,1280 * 542, 1h 24mn,2513 Kbps,一个好人.Mr. Nice Guy – Bom de Briga 1997 Dual áudio BluRay 720p.成龙,,WWW.TORRENTDOSFILMES.COM - Mr. Nice Guy – Bom de Briga 1997 Dual áudio BluRay 720p.mkv
202,一招半式闯江湖, 1.64 GiB,1920 * 800, 1h 37mn,2403 Kbps,一招半式闯江湖.Half a Loaf of Kung Fu.1978.BluRay.x264.3Audio.AC3.1080P.YYH3D.xt,,[yyh3d.com]一招半式闯江湖.Half a Loaf of Kung Fu.1978.BluRay.x264.3Audio.AC3.1080P.YYH3D.xt.mkv
203,剑花烟雨江南, 4.38 GiB,1280 * 534, 1h 25mn,7298 Kbps,剑花烟雨江南.To.Kill.With.Intrigue.1977.HK.DVDRip.x264.AC3.iNT-CDC,,成龙全集.--.剑花烟雨江南To.Kill.with.Intrigue.1977.720p.HDTV.x264-NGB.mkv
204,功夫梦, 6.54 GiB,1280 * 534, 2h 20mn,6690 Kbps,功夫梦.The.Karate.Kid.2010.Bluray.US.720p.DTS.x264-CHD,,The.Karate.Kid.2010.Bluray.US.720p.DTS.x264-CHD.mkv
205,十二生肖, 3.84 GiB,1280 * 720, 2h 2mn,4472 Kbps,十二生肖.Chinese Zodiac.2012.TW.BluRay.720p.x264.AC3.2Audios-CMCT,,Chinese Zodiac.2012.TW.BluRay.720p.x264.AC3.2Audios-CMCT.mkv
206,双龙会, 3.47 GiB,1280 * 544, 1h 29mn,5584 Kbps,双龙会.Twin.Dragons.1992.BluRay.720p.AC3.x264-CHD,,双龙会.Twin.Dragons.1992.BluRay.720p.AC3.x264-CHD.mkv
207,城市猎人, 6.53 GiB,1280 * 690, 1h 39mn,9443 Kbps,城市猎人.City.Hunter.1993.BluRay.720p.DTS.2Audio.x264-CHD,,City.Hunter.1993.BluRay.720p.DTS.2Audio.x264-CHD.mkv
208,夏日福星, 6.60 GiB,1280 * 680, 1h 34mn,7851 Kbps,夏日福星.Twinkle, Twinkle.Lucky.Stars.1985.720p.BluRay.x264.DTS.AC3.2Audio-HDWinG,,Twinkle, Twinkle.Lucky.Stars.1985.720p.BluRay.x264.DTS.AC3.2Audio-HDWinG.mkv
209,大兵小将, 4.36 GiB,1280 * 544, 1h 35mn,6543 Kbps,大兵小将.Little.Big.Soldier.2010.BluRay.720p.DTS.X264-CHD,,Little.Big.Soldier.2010.BluRay.720p.DTS.X264-CHD.mkv
210,天将雄师, 3.69 GiB,1280 * 720, 2h 7mn,4160 Kbps,天将雄师.Dragon.Blade.2015.BluRay.720p.x264.AC3-CMCT,,[天将雄师].Dragon.Blade.2015.BluRay.720p.x264.AC3-CMCT.mkv
211,奇谋妙计五福星, 5.41 GiB,1280 * 692, 1h 48mn,7156 Kbps,奇谋妙计五福星.Winners.and.Sinners.1983.BluRay.720p.DTS.2Audio.x264-CHD,,Winners.and.Sinners.1983.BluRay.720p.DTS.2Audio.x264-CHD.mkv
212,奇迹, 5.45 GiB,1280 * 542, 2h 7mn,6139 Kbps,奇迹.The.Canton.Godfather.1989.BluRay.720p.DTS.x264-CHD,,The.Canton.Godfather.1989.BluRay.720p.DTS.x264-CHD.mkv
213,威龙猛探, 4.37 GiB,1280 * 676, 1h 35mn,6552 Kbps,威龙猛探.The.Protector.1985.BluRay.720p.x264.DTS-MySiLU,,The.Protector.1985.BluRay.720p.x264.DTS-MySilu.mkv
