NO,cagegory,Movie Name,File Size,Video Size,Video Length,Video Rate,Subtitle,File Name,filesize,disk
138,电影频道录制版,十字架下的魔影, 1.36 GiB,1232 * 720, 1h 28mn,2209 Kbps,无字幕或内嵌字幕,十字架下的魔影.1994.CCTV6.mkv,0,中国电影2
139,电影频道录制版,卧虎, 2.40 GiB,1280 * 688, 1h 26mn,3987 Kbps,无字幕或内嵌字幕,卧虎.CCTV6HD.Wo.Hu.2006.HDTV.720p.x264.AC3-CMCT.mkv,0,中国电影2
140,电影频道录制版,圣诞奇遇结良缘, 1.27 GiB,720 * 576, 1h 31mn,1979 Kbps,无字幕或内嵌字幕,圣诞奇遇结良缘.It's a Drink! It's a Bomb!.1985-卫视电影台.mkv,0,中国电影2
141,电影频道录制版,夜盗珍妃墓, 3.24 GiB,1920 * 1080, 2h 47mn,2780 Kbps,无字幕或内嵌字幕,夜盗珍妃墓.The.Night.Robbery.1989.HDTV.1080p.HEVC.AC3-HQC.mkv,0,中国电影2
142,电影频道录制版,天狗, 904 MiB,848 * 458, 1h 40mn,1257 Kbps,无字幕或内嵌字幕,天狗.The.Forest.Ranger.2006.HDTV.MiniSD-TLF.mkv,0,中国电影2
143,电影频道录制版,天脉传奇, 2.56 GiB,1280 * 720, 1h 33mn,3919 Kbps,无字幕或内嵌字幕,天脉传奇.(天津2002).mkv,0,中国电影2
144,电影频道录制版,太行山上, 5.01 GiB,1280 * 720, 1h 51mn,6436 Kbps,无字幕或内嵌字幕,太行山上.CCTV6.On.The.Mountain.Of.Tai.Hang.2005.HDTV.720p.x264-CHDTV.mkv,0,中国电影2
145,电影频道录制版,奇袭, 816 MiB,1280 * 720, 1h 12mn,1576 Kbps,无字幕或内嵌字幕,奇袭.1960.CCTV6高清.720p.20140307.mkv,0,中国电影2
146,电影频道录制版,小城之春, 4.88 GiB,1920 * 1080, 1h 32mn,7541 Kbps,无字幕或内嵌字幕,小城之春.1987.CCTV6HD.1080i.TS,0,中国电影2
147,电影频道录制版,小花, 1.97 GiB,1280 * 720, 1h 35mn,2939 Kbps,无字幕或内嵌字幕,小花.The.Little.Flower.1979.720p.HDTV.H264.AAC.mkv,0,中国电影2
148,电影频道录制版,少爷的磨难, 4.37 GiB,1236 * 720, 2h 4mn,5019 Kbps,无字幕或内嵌字幕,少爷的磨难.1987.CCTV6.mp4,0,中国电影2
149,电影频道录制版,岳家小将, 1.18 GiB,1920 * 1080, 1h 24mn,1999 Kbps,无字幕或内嵌字幕,岳家小将.1983.CCTV6.mkv,0,中国电影2
150,电影频道录制版,平原游击队, 5.29 GiB,1698 * 1080, 1h 30mn,8360 Kbps,无字幕或内嵌字幕,平原游击队.1955 长影 CCTV6HD 1080i.mkv,0,中国电影2
151,电影频道录制版,情不自禁, 4.37 GiB,1280 * 720, 1h 31mn,6867 Kbps,无字幕或内嵌字幕,情不自禁.CCTV6.Desire.For.Fired.2001.HDTV.720p.x264-NGB.mkv,0,中国电影2
152,电影频道录制版,情人看刀, 5.40 GiB,1920 * 1080, 1h 34mn,8174 Kbps,无字幕或内嵌字幕,情人看刀.Lover Beware.1984.HDTV.1080i.H264.CCTV6HD-CMCTV.ts,0,中国电影2
153,电影频道录制版,我爱你, 4.37 GiB,1280 * 720, 1h 31mn,6824 Kbps,无字幕或内嵌字幕,我爱你.CCTV6.I.Love.You.2003.HDTV.720p.x264-NGB.mkv,0,中国电影2
154,电影频道录制版,手机, 4.36 GiB,1280 * 562, 1h 42mn,6089 Kbps,无字幕或内嵌字幕,手机.2003.CHC.mkv,0,中国电影2
155,电影频道录制版,手足情, 2.30 GiB,1280 * 720, 1h 29mn,3665 Kbps,无字幕或内嵌字幕,手足情.Reunion.2002.HDTV.720p.x264.AC3-CnSCG.mkv,0,中国电影2
156,电影频道录制版,新冷血十三鹰, 4.59 GiB,1920 * 1080, 1h 25mn,7676 Kbps,无字幕或内嵌字幕,新冷血十三鹰.1993.CCTV6HD.1080i.20150326.ts,0,中国电影2
157,电影频道录制版,无人驾驶, 2.30 GiB,1280 * 720, 1h 33mn,3538 Kbps,无字幕或内嵌字幕,无人驾驶.Driverless.2010.HDTV.720p.x264.AC3-CnSCG.mkv,0,中国电影2
158,电影频道录制版,智破奇案, 3.89 GiB,1870 * 1080, 1h 27mn,6351 Kbps,无字幕或内嵌字幕,智破奇案.1989.CCTV6高清.mkv,0,中国电影2
159,电影频道录制版,永不消逝的电波, 1.79 GiB,720 * 576, 1h 49mn,2332 Kbps,无字幕或内嵌字幕,永不消逝的电波.1958.CCTV6.mkv,0,中国电影2
160,电影频道录制版,求求你表扬我, 2.30 GiB,1280 * 720, 1h 33mn,3517 Kbps,无字幕或内嵌字幕,求求你表扬我.Gimme.Kudos.2005.HDTV.720p.x264.AC3-CnSCG[国语无字2.3G].mkv,0,中国电影2
161,电影频道录制版,沙鸥, 3.28 GiB,1280 * 720, 1h 22mn,5699 Kbps,无字幕或内嵌字幕,沙鸥.1981.CCTV6.mp4,0,中国电影2
162,电影频道录制版,炮兵少校, 4.18 GiB,1920 * 1020, 1h 27mn,6863 Kbps,无字幕或内嵌字幕,炮兵少校.1993.CCTV6.1080i.mkv,0,中国电影2
163,电影频道录制版,现世活宝, 2.05 GiB,1232 * 720, 1h 27mn,3339 Kbps,无字幕或内嵌字幕,现世活宝.1990.CCTV6.mkv,0,中国电影2
164,电影频道录制版,生死抉择, 5.86 GiB,1280 * 720, 2h 34mn,5435 Kbps,无字幕或内嵌字幕,生死抉择.2000.HDTV.720p.X264.AC3-wolfman@SHD.mkv,0,中国电影2
165,电影频道录制版,瞧这一家子, 4.58 GiB,1920 * 1080, 1h 32mn,7090 Kbps,无字幕或内嵌字幕,瞧这一家子.（1979 北影）.CCTV6.mp4,0,中国电影2
166,电影频道录制版,神丐, 5.03 GiB,1920 * 1080, 1h 35mn,7554 Kbps,无字幕或内嵌字幕,神丐.1987.CCTV6HD.1080i.TS,0,中国电影2
167,电影频道录制版,神秘的大佛, 3.32 GiB,1920 * 1080, 1h 32mn,5119 Kbps,无字幕或内嵌字幕,神秘的大佛.【北京电影制片厂1980】.mkv,0,中国电影2
168,电影频道录制版,租期, 4.37 GiB,1280 * 720, 1h 36mn,6519 Kbps,无字幕或内嵌字幕,租期.CCTV6.The.Contract.2006.720p.HDTV.x264-NGB.mkv,0,中国电影2
169,电影频道录制版,糖豆八部, 2.20 GiB,1920 * 1080, 1h 28mn,3581 Kbps,无字幕或内嵌字幕,糖豆八部.CHC.Beans.Eight.2012.HDTV.1080P.H264.AAC.mkv,0,中国电影2
170,电影频道录制版,紫日, 3.10 GiB,1920 * 1080, 1h 39mn,4480 Kbps,无字幕或内嵌字幕,紫日.Purple.Sunset.2001.HDTV.1080P.x264.AAC-HQC.mkv,0,中国电影2
171,电影频道录制版,艳遇, 3.58 GiB,1920 * 1080, 1h 14mn,6855 Kbps,无字幕或内嵌字幕,艳遇.1965.CCTV6.mkv,0,中国电影2
172,电影频道录制版,血总是热的, 3.36 GiB,1280 * 720, 1h 38mn,4874 Kbps,无字幕或内嵌字幕,血总是热的.1983.（北影）3.35G.mp4,0,中国电影2
173,电影频道录制版,血战台儿庄, 6.48 GiB,1280 * 720, 2h 9mn,7187 Kbps,无字幕或内嵌字幕,血战台儿庄.【1986】CCTV6.HDTV.720P.H264.AAC.mkv,0,中国电影2
174,电影频道录制版,血战落魂桥, 4.68 GiB,1920 * 1080, 1h 28mn,7560 Kbps,无字幕或内嵌字幕,血战落魂桥.1991.CCTV6HD.1080i.TS,0,中国电影2
175,电影频道录制版,血沃中华, 5.56 GiB,1920 * 1080, 1h 45mn,7527 Kbps,无字幕或内嵌字幕,血沃中华.1980.CCTV6 .ts,0,中国电影2
176,电影频道录制版,诱狼, 2.97 GiB,1280 * 720, 1h 31mn,4654 Kbps,无字幕或内嵌字幕,诱狼.2015.CCTV6.mkv,0,中国电影2
177,电影频道录制版,谁说我不在乎, 2.18 GiB,1280 * 720, 1h 45mn,2971 Kbps,无字幕或内嵌字幕,谁说我不在乎.Who Cares 2001 HDTV 720p x264-CnSCG.mkv,0,中国电影2
178,电影频道录制版,赛虎, 3.86 GiB,1688 * 1080, 1h 27mn,6331 Kbps,无字幕或内嵌字幕,赛虎.【潇湘电影制片厂1982】.CCTV6.mkv,0,中国电影2
179,电影频道录制版,遗忘时间的爱情, 4.36 GiB,1280 * 720, 1h 25mn,7299 Kbps,无字幕或内嵌字幕,遗忘时间的爱情.2012.CCTV6.mkv,0,中国电影2
180,电影频道录制版,阴阳界, 4.00 GiB,1280 * 720, 1h 28mn,6447 Kbps,无字幕或内嵌字幕,阴阳界.CCTV6.The.Door.2007.HDTV.720p.x264-CHDTV.mkv,0,中国电影2
181,电影频道录制版,霹雳神鹰, 3.61 GiB,1280 * 720, 1h 20mn,6448 Kbps,无字幕或内嵌字幕,霹雳神鹰.CCTV6.Pi.Li.Shen.Ying.1995.HDTV.720p.x264-CHDTV.mkv,0,中国电影2
182,电影频道录制版,霹雳贝贝, 6.62 GiB,1920 * 1080, 1h 24mn,320 Kbps,无字幕或内嵌字幕,霹雳贝贝.CCTV-6HD.Wonder boy(1988).HDTV.1080i.MPEG2-SHDTV.mkv,0,中国电影2
183,电影频道录制版,霹雳雷电, 3.65 GiB,1280 * 720, 1h 21mn,6386 Kbps,无字幕或内嵌字幕,霹雳雷电.【1985】CCTV6.HDTV.720p.x264-CHDTV.mkv,0,中国电影2
184,电影频道录制版,青春万岁, 4.37 GiB,1164 * 720, 1h 33mn,6687 Kbps,无字幕或内嵌字幕,青春万岁.1983.CCTV6.mkv,0,中国电影2
185,电影频道录制版,顽主, 4.37 GiB,1280 * 720, 1h 39mn,6299 Kbps,无字幕或内嵌字幕,顽主.1989.CCTV6HD.720p.x264 NGB.峨眉.mkv,0,中国电影2
